id_student,code_module,code_presentation,gender_num,imd_band_num,education_num,age_num,disability_num,num_of_prev_attempts,studied_credits,early_registration,reg_days_before,unregistered,total_clicks,active_days,avg_clicks_day,max_clicks_day,n_resources,click_density,avg_score,min_score,std_score,avg_tma_score,n_submitted,n_late,avg_submit_delay,risk_level,risk_label,final_result
587319,EEE,2013J,1,7.0,2,0,0,0,60,1,109.0,0,947.0,69.0,3.5735849056603772,44.0,40.0,13.72463768115942,88.25,71.0,12.579745625409124,88.25,4.0,0.0,-0.5,0,Low,Pass
587346,EEE,2013J,1,6.0,2,0,0,0,30,1,102.0,0,1771.0,64.0,3.9094922737306845,68.0,57.0,27.671875,59.0,49.0,10.295630140987,59.0,4.0,0.0,-1.5,1,Medium,Pass
587382,EEE,2013J,1,4.0,2,0,0,0,60,1,86.0,0,499.0,35.0,3.080246913580247,23.0,29.0,14.257142857142858,72.0,70.0,2.8284271247461903,72.0,2.0,1.0,1.0,3,Very High,Fail
587547,EEE,2013J,1,1.0,2,1,0,0,30,1,102.0,0,1830.0,72.0,5.126050420168068,114.0,52.0,25.416666666666668,72.0,68.0,4.830458915396479,72.0,4.0,2.0,8.0,1,Medium,Pass
587616,EEE,2013J,1,8.0,2,0,0,0,60,1,117.0,0,1270.0,59.0,5.404255319148936,89.0,46.0,21.52542372881356,70.5,52.0,13.96424004376894,70.5,4.0,0.0,0.0,0,Low,Pass
587621,EEE,2013J,0,8.0,1,1,0,0,60,1,121.0,0,1909.0,91.0,3.9523809523809526,90.0,55.0,20.978021978021978,70.75,63.0,6.849574196011505,70.75,4.0,0.0,-1.0,3,Very High,Fail
587677,EEE,2013J,1,5.0,1,0,0,0,60,1,102.0,1,2293.0,82.0,6.60806916426513,137.0,49.0,27.963414634146343,81.0,71.0,9.38083151964686,81.0,4.0,1.0,1.25,3,Very High,Withdrawn
587682,EEE,2013J,1,8.0,1,0,0,0,60,1,113.0,0,716.0,54.0,3.086206896551724,84.0,44.0,13.25925925925926,89.25,87.0,3.201562118716425,89.25,4.0,0.0,-2.75,0,Low,Pass
587714,EEE,2013J,1,9.0,2,0,0,0,60,1,36.0,0,1476.0,97.0,3.4405594405594404,80.0,49.0,15.216494845360824,85.5,80.0,5.196152422706631,85.5,4.0,0.0,-0.75,0,Low,Distinction
587884,EEE,2013J,1,7.0,1,0,0,0,60,1,80.0,1,685.0,32.0,4.5364238410596025,93.0,29.0,21.40625,79.5,74.0,7.7781745930520225,79.5,2.0,0.0,0.0,3,Very High,Withdrawn
587906,EEE,2013J,1,3.0,2,0,0,0,60,1,59.0,0,4836.0,186.0,3.669195751138088,62.0,71.0,26.0,98.75,97.0,1.500000000000002,98.75,4.0,0.0,-4.75,0,Low,Distinction
587911,EEE,2013J,1,6.0,2,0,0,0,60,1,22.0,0,2361.0,102.0,3.99492385786802,71.0,68.0,23.147058823529413,83.25,58.0,16.958282145704892,83.25,4.0,1.0,0.25,0,Low,Distinction
588125,EEE,2013J,1,8.0,1,0,0,0,60,1,102.0,0,3463.0,151.0,3.469939879759519,72.0,68.0,22.933774834437084,86.75,79.0,7.588368291888142,86.75,4.0,0.0,-2.0,0,Low,Pass
588231,EEE,2013J,1,5.0,1,1,0,0,60,1,109.0,0,2603.0,140.0,4.802583025830258,93.0,66.0,18.59285714285714,75.25,74.0,0.9574271077563381,75.25,4.0,0.0,-0.25,0,Low,Pass
588280,EEE,2013J,1,6.0,2,1,0,0,60,1,117.0,0,3349.0,108.0,4.525675675675676,92.0,68.0,31.00925925925926,91.25,86.0,5.123475382979797,91.25,4.0,0.0,0.0,0,Low,Distinction
588383,EEE,2013J,1,2.0,1,0,0,0,60,1,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
588402,EEE,2013J,1,7.0,1,1,0,0,60,1,74.0,0,1090.0,64.0,4.1923076923076925,60.0,52.0,17.03125,92.75,85.0,5.737304826019502,92.75,4.0,1.0,-0.75,0,Low,Pass
588442,EEE,2013J,1,1.0,1,0,0,0,90,1,116.0,0,1060.0,54.0,4.862385321100917,71.0,46.0,19.62962962962963,64.5,51.0,11.120551545074852,64.5,4.0,1.0,2.5,1,Medium,Pass
588502,EEE,2013J,1,2.0,1,0,0,0,60,1,116.0,0,1491.0,99.0,4.235795454545454,85.0,56.0,15.06060606060606,89.25,84.0,4.272001872658765,89.25,4.0,0.0,-2.0,0,Low,Pass
588524,EEE,2013J,1,8.0,3,0,0,0,60,1,115.0,0,1652.0,92.0,3.128787878787879,91.0,59.0,17.956521739130434,89.5,82.0,5.802298395176402,89.5,4.0,0.0,-2.25,0,Low,Distinction
588583,EEE,2013J,1,4.0,3,0,0,0,60,1,89.0,0,6.0,3.0,1.5,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
588628,EEE,2013J,1,7.0,2,2,0,0,60,1,115.0,0,3121.0,115.0,4.19489247311828,59.0,68.0,27.139130434782608,87.75,81.0,6.075908711186061,87.75,4.0,0.0,-2.5,0,Low,Distinction
588676,EEE,2013J,1,9.0,3,0,0,0,90,1,107.0,0,2172.0,113.0,3.8994614003590664,79.0,56.0,19.221238938053098,79.75,71.0,6.396613687465165,79.75,4.0,0.0,-1.0,0,Low,Pass
588694,EEE,2013J,1,8.0,1,0,0,0,60,1,115.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
588706,EEE,2013J,1,7.0,1,0,0,0,90,1,113.0,1,10.0,2.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
588710,EEE,2013J,1,5.0,1,0,0,0,60,1,95.0,0,1100.0,62.0,3.3132530120481927,69.0,53.0,17.741935483870968,80.5,64.0,11.030261405182864,80.5,4.0,1.0,-0.75,0,Low,Pass
588835,EEE,2013J,1,6.0,1,0,0,0,30,1,102.0,0,881.0,62.0,3.3884615384615384,64.0,48.0,14.209677419354838,36.5,0.0,26.04483314082341,36.5,4.0,2.0,1.75,2,High,Pass
588852,EEE,2013J,1,5.0,1,0,0,0,90,1,100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
588942,EEE,2013J,1,10.0,3,0,0,0,60,1,113.0,0,686.0,25.0,4.971014492753623,94.0,33.0,27.44,78.5,69.0,11.239810200058244,78.5,4.0,2.0,3.0,3,Very High,Fail
588974,EEE,2013J,1,2.0,1,1,0,0,60,1,99.0,1,46.0,3.0,2.5555555555555554,10.0,11.0,15.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
589018,EEE,2013J,1,3.0,1,0,0,0,120,1,53.0,1,463.0,24.0,4.327102803738318,19.0,24.0,19.291666666666668,59.0,51.0,11.313708498984761,59.0,2.0,0.0,-0.5,3,Very High,Withdrawn
589023,EEE,2013J,1,,2,0,0,0,60,1,106.0,1,390.0,26.0,3.5135135135135136,55.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
589055,EEE,2013J,0,,1,0,0,0,60,1,95.0,0,799.0,32.0,4.076530612244898,92.0,36.0,24.96875,50.0,41.0,13.076696830622021,50.0,3.0,0.0,0.0,3,Very High,Fail
589211,EEE,2013J,1,8.0,2,1,0,0,120,1,74.0,0,1847.0,84.0,5.353623188405797,155.0,51.0,21.988095238095237,78.25,76.0,4.5,78.25,4.0,0.0,-1.0,0,Low,Pass
589327,EEE,2013J,1,8.0,3,0,0,0,60,1,31.0,0,1513.0,61.0,4.8964401294498385,104.0,54.0,24.80327868852459,82.0,73.0,12.24744871391589,82.0,4.0,0.0,0.0,0,Low,Pass
589380,EEE,2013J,1,2.0,3,0,0,0,60,1,72.0,0,2353.0,121.0,3.9347826086956523,82.0,53.0,19.446280991735538,88.5,81.0,5.5677643628300215,88.5,4.0,0.0,-0.75,0,Low,Distinction
589472,EEE,2013J,1,3.0,1,0,0,0,90,1,109.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
589484,EEE,2013J,1,1.0,1,0,0,0,30,1,56.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
589506,EEE,2013J,1,5.0,2,0,0,0,60,1,51.0,0,548.0,34.0,3.7534246575342465,95.0,38.0,16.11764705882353,53.0,27.0,24.124676163629637,53.0,4.0,0.0,-0.5,3,Very High,Fail
589517,EEE,2013J,0,5.0,2,0,0,0,60,1,100.0,1,1090.0,41.0,4.887892376681615,76.0,40.0,26.585365853658537,95.0,92.0,4.242640687119285,95.0,2.0,0.0,-0.5,3,Very High,Withdrawn
589555,EEE,2013J,1,9.0,2,0,0,0,90,0,0.0,1,16.0,2.0,1.7777777777777777,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
589799,EEE,2013J,1,9.0,1,0,0,0,30,1,60.0,0,194.0,6.0,4.9743589743589745,15.0,17.0,32.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
589856,EEE,2013J,1,10.0,2,0,0,0,60,1,108.0,1,834.0,34.0,4.532608695652174,80.0,33.0,24.529411764705884,97.0,97.0,0.0,97.0,1.0,0.0,-1.0,3,Very High,Withdrawn
589894,EEE,2013J,1,9.0,2,0,0,0,60,1,95.0,0,1414.0,98.0,2.8623481781376516,75.0,60.0,14.428571428571429,76.5,55.0,17.21433511156714,76.5,4.0,0.0,-1.0,0,Low,Pass
589902,EEE,2013J,1,7.0,1,0,0,0,60,1,108.0,0,3783.0,178.0,4.0941558441558445,83.0,54.0,21.252808988764045,89.0,79.0,7.2571803523590805,89.0,4.0,1.0,-0.25,0,Low,Pass
590017,EEE,2013J,1,9.0,3,0,0,0,30,1,38.0,0,964.0,26.0,7.415384615384616,84.0,34.0,37.07692307692308,89.5,87.0,3.1091263510296048,89.5,4.0,0.0,-3.0,0,Low,Distinction
590072,EEE,2013J,1,8.0,2,0,0,0,90,1,32.0,0,20.0,3.0,2.857142857142857,9.0,4.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
590436,EEE,2013J,1,1.0,3,0,0,0,60,1,100.0,1,13.0,3.0,1.8571428571428572,5.0,5.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
590626,EEE,2013J,1,7.0,1,1,0,0,60,1,95.0,0,3993.0,127.0,4.923551171393342,41.0,67.0,31.440944881889763,71.25,61.0,8.920949127381757,71.25,4.0,0.0,-0.75,0,Low,Pass
590744,EEE,2013J,0,2.0,3,0,0,0,60,1,85.0,0,3343.0,141.0,4.132262051915945,135.0,63.0,23.70921985815603,77.5,66.0,8.18535277187245,77.5,4.0,0.0,-4.75,0,Low,Pass
590877,EEE,2013J,1,5.0,1,0,0,0,60,1,86.0,0,1302.0,76.0,3.063529411764706,81.0,56.0,17.13157894736842,89.25,84.0,4.272001872658765,89.25,4.0,0.0,-1.0,0,Low,Pass
590882,EEE,2013J,1,8.0,1,0,0,0,30,1,81.0,0,1789.0,39.0,6.366548042704626,98.0,46.0,45.87179487179487,76.25,74.0,2.217355782608345,76.25,4.0,1.0,0.0,0,Low,Pass
590942,EEE,2013J,1,3.0,2,0,0,0,60,1,102.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
590961,EEE,2013J,1,9.0,2,0,0,0,90,1,102.0,1,741.0,42.0,4.0271739130434785,67.0,40.0,17.642857142857142,73.5,62.0,9.848857801796102,73.5,4.0,0.0,-1.25,3,Very High,Withdrawn
591021,EEE,2013J,1,,1,0,0,0,60,1,32.0,0,2241.0,121.0,4.111926605504587,68.0,56.0,18.520661157024794,92.5,89.0,2.9999999999999996,92.5,4.0,0.0,-2.25,0,Low,Distinction
591165,EEE,2013J,1,2.0,1,0,0,0,30,1,79.0,0,818.0,39.0,4.194871794871795,49.0,39.0,20.974358974358974,87.0,87.0,0.0,87.0,1.0,0.0,-1.0,3,Very High,Fail
591178,EEE,2013J,1,7.0,3,0,0,0,30,1,59.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
591375,EEE,2013J,1,9.0,2,1,0,0,60,1,85.0,0,2181.0,105.0,4.06145251396648,62.0,53.0,20.771428571428572,96.5,95.0,1.2909944487358074,96.5,4.0,0.0,-1.0,0,Low,Distinction
591388,EEE,2013J,1,7.0,3,0,0,0,60,1,99.0,0,3969.0,200.0,4.087538619979402,65.0,62.0,19.845,90.0,86.0,4.966554808583778,90.0,4.0,0.0,-1.75,0,Low,Distinction
591398,EEE,2013J,1,10.0,2,1,0,0,60,1,43.0,1,15.0,4.0,2.142857142857143,7.0,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
591424,EEE,2013J,1,6.0,3,0,0,0,60,1,88.0,1,1229.0,45.0,5.366812227074236,62.0,35.0,27.31111111111111,91.5,90.0,2.1213203435596424,91.5,2.0,0.0,-1.0,3,Very High,Withdrawn
591566,EEE,2013J,1,1.0,1,0,0,0,60,1,100.0,0,2000.0,81.0,4.301075268817204,103.0,58.0,24.691358024691358,76.5,71.0,4.795831523312717,76.5,4.0,0.0,-0.75,0,Low,Pass
591719,EEE,2013J,1,2.0,2,0,0,0,60,1,87.0,1,863.0,58.0,2.8766666666666665,71.0,34.0,14.879310344827585,86.0,86.0,0.0,86.0,1.0,0.0,-1.0,3,Very High,Withdrawn
591869,EEE,2013J,1,,3,0,0,0,30,1,44.0,0,3237.0,147.0,3.476906552094522,87.0,77.0,22.020408163265305,74.75,65.0,7.932002689527196,74.75,4.0,1.0,0.25,0,Low,Pass
591942,EEE,2013J,1,9.0,1,1,0,0,60,1,100.0,0,5676.0,171.0,5.3096351730589335,66.0,56.0,33.19298245614035,86.0,74.0,8.04155872120988,86.0,4.0,0.0,-1.0,0,Low,Pass
591944,EEE,2013J,1,5.0,1,0,0,0,90,1,95.0,0,835.0,42.0,4.133663366336633,82.0,44.0,19.88095238095238,66.66666666666667,54.0,12.50333288900737,66.66666666666667,3.0,0.0,-6.666666666666667,3,Very High,Fail
591958,EEE,2013J,1,10.0,1,0,0,0,60,1,72.0,0,2542.0,127.0,4.555555555555555,74.0,55.0,20.015748031496063,96.5,95.0,1.7320508075688772,96.5,4.0,0.0,-1.5,0,Low,Distinction
591995,EEE,2013J,1,5.0,2,0,0,0,30,1,71.0,0,1822.0,87.0,4.4330900243309,99.0,49.0,20.942528735632184,83.75,77.0,8.05708797684788,83.75,4.0,0.0,-0.75,0,Low,Pass
592003,EEE,2013J,1,,2,0,0,0,60,1,35.0,0,1162.0,48.0,4.106007067137809,75.0,49.0,24.208333333333332,90.0,85.0,5.228129047119374,90.0,4.0,1.0,-1.75,0,Low,Pass
592051,EEE,2013J,1,6.0,3,1,1,0,120,1,28.0,0,7580.0,180.0,6.064,82.0,68.0,42.111111111111114,67.75,65.0,1.892969448600092,67.75,4.0,0.0,-3.25,1,Medium,Pass
592172,EEE,2013J,1,8.0,1,0,0,0,90,1,66.0,0,340.0,14.0,5.762711864406779,88.0,21.0,24.285714285714285,47.0,47.0,0.0,47.0,2.0,1.0,1.0,3,Very High,Fail
592250,EEE,2013J,1,10.0,3,0,0,0,30,1,30.0,0,668.0,64.0,3.3908629441624365,72.0,47.0,10.4375,85.25,83.0,1.707825127659933,85.25,4.0,0.0,-0.5,0,Low,Pass
592581,EEE,2013J,0,,1,0,0,0,30,1,95.0,1,245.0,3.0,8.448275862068966,141.0,17.0,81.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
592609,EEE,2013J,1,8.0,2,0,0,0,60,1,95.0,0,2602.0,98.0,5.101960784313725,80.0,66.0,26.551020408163264,92.75,86.0,6.238322424070968,92.75,4.0,1.0,1.0,0,Low,Distinction
592787,EEE,2013J,1,10.0,1,1,0,0,30,1,49.0,0,2115.0,132.0,3.640275387263339,86.0,52.0,16.022727272727273,86.25,79.0,5.377421934967227,86.25,4.0,0.0,-1.0,0,Low,Pass
592791,EEE,2013J,1,5.0,3,0,0,0,30,1,22.0,0,695.0,38.0,4.512987012987013,131.0,38.0,18.289473684210527,55.5,40.0,15.716233645501712,55.5,4.0,2.0,6.0,3,Very High,Fail
592842,EEE,2013J,1,4.0,3,0,0,0,120,1,35.0,0,616.0,19.0,6.844444444444444,81.0,26.0,32.421052631578945,95.0,93.0,2.8284271247461903,95.0,2.0,1.0,2.0,3,Very High,Fail
592895,EEE,2013J,0,,4,0,0,0,30,1,86.0,0,1016.0,59.0,3.3866666666666667,66.0,57.0,17.220338983050848,92.0,88.0,3.9157800414902426,92.0,4.0,1.0,0.75,0,Low,Distinction
592961,EEE,2013J,1,5.0,3,1,0,0,60,1,53.0,0,6051.0,183.0,4.3221428571428575,49.0,73.0,33.0655737704918,97.75,95.0,1.8929694486000903,97.75,4.0,0.0,-2.25,0,Low,Distinction
592997,EEE,2013J,1,5.0,3,1,0,0,60,1,28.0,0,2671.0,140.0,4.266773162939297,121.0,55.0,19.07857142857143,71.5,53.0,12.36931687685298,71.5,4.0,0.0,-0.25,0,Low,Pass
593348,EEE,2013J,1,,4,0,0,0,60,1,66.0,1,83.0,8.0,2.1842105263157894,12.0,20.0,10.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
593362,EEE,2013J,1,2.0,1,1,0,0,60,1,91.0,1,291.0,11.0,4.770491803278689,22.0,23.0,26.454545454545453,68.0,68.0,0.0,68.0,1.0,0.0,-2.0,3,Very High,Withdrawn
593400,EEE,2013J,1,9.0,2,0,0,0,60,1,31.0,0,415.0,15.0,5.1875,85.0,23.0,27.666666666666668,57.0,57.0,0.0,57.0,1.0,0.0,-1.0,3,Very High,Fail
593487,EEE,2013J,1,5.0,3,0,0,0,60,1,84.0,0,965.0,40.0,4.873737373737374,62.0,41.0,24.125,77.75,60.0,12.658988901172163,77.75,4.0,0.0,-0.75,0,Low,Pass
593534,EEE,2013J,1,4.0,1,1,0,0,60,1,37.0,0,1268.0,60.0,4.357388316151202,87.0,53.0,21.133333333333333,57.25,41.0,12.553220038433698,57.25,4.0,1.0,0.0,1,Medium,Pass
593587,EEE,2013J,1,4.0,2,1,0,0,60,1,57.0,0,1071.0,45.0,5.301980198019802,93.0,51.0,23.8,79.5,69.0,8.812869377601524,79.5,4.0,0.0,-0.75,0,Low,Pass
593787,EEE,2013J,1,1.0,1,0,0,0,60,1,35.0,0,800.0,31.0,5.47945205479452,92.0,38.0,25.806451612903224,38.0,23.0,10.23067283548187,38.0,4.0,0.0,-0.5,3,Very High,Fail
593845,EEE,2013J,1,6.0,1,0,0,0,60,1,81.0,0,129.0,7.0,5.16,72.0,9.0,18.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
593924,EEE,2013J,1,10.0,2,0,0,0,60,1,78.0,0,13382.0,269.0,6.841513292433538,123.0,80.0,49.74721189591078,88.75,85.0,3.774917217635375,88.75,4.0,0.0,-5.25,0,Low,Distinction
594111,EEE,2013J,1,2.0,2,1,0,0,60,1,53.0,0,667.0,43.0,4.067073170731708,71.0,38.0,15.511627906976743,63.75,53.0,12.17579566188592,63.75,4.0,4.0,4.25,1,Medium,Pass
594157,EEE,2013J,1,2.0,2,1,0,0,60,1,57.0,0,3721.0,157.0,4.166853303471445,83.0,65.0,23.70063694267516,89.0,82.0,5.099019513592784,89.0,4.0,0.0,-1.75,0,Low,Pass
594199,EEE,2013J,1,3.0,2,0,1,0,90,1,59.0,0,3864.0,147.0,4.6,80.0,69.0,26.285714285714285,91.5,90.0,1.9148542155126762,91.5,4.0,0.0,-1.5,0,Low,Pass
594233,EEE,2013J,1,3.0,2,0,0,0,90,1,37.0,0,144.0,13.0,3.789473684210526,17.0,17.0,11.076923076923077,92.0,92.0,0.0,92.0,1.0,0.0,-1.0,3,Very High,Fail
594246,EEE,2013J,1,5.0,3,0,0,0,60,1,84.0,0,1226.0,50.0,3.492877492877493,53.0,57.0,24.52,86.0,73.0,11.789826122551595,86.0,3.0,0.0,-1.3333333333333333,3,Very High,Fail
594399,EEE,2013J,1,7.0,1,0,0,0,30,1,79.0,0,1424.0,83.0,3.5511221945137157,84.0,52.0,17.156626506024097,76.5,72.0,4.795831523312721,76.5,4.0,0.0,-2.0,0,Low,Pass
594431,EEE,2013J,0,7.0,2,0,0,0,60,1,31.0,0,1867.0,101.0,4.455847255369928,74.0,57.0,18.485148514851485,92.25,91.0,0.9574271077563381,92.25,4.0,0.0,-2.25,0,Low,Pass
594452,EEE,2013J,1,10.0,3,0,0,0,60,1,65.0,0,412.0,25.0,3.779816513761468,66.0,28.0,16.48,42.0,42.0,0.0,42.0,1.0,0.0,-1.0,3,Very High,Fail
594458,EEE,2013J,1,3.0,1,0,0,0,60,1,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
594517,EEE,2013J,1,9.0,2,0,0,0,60,1,88.0,0,768.0,38.0,4.598802395209581,63.0,34.0,20.210526315789473,81.0,66.0,10.519822558706334,81.0,4.0,3.0,4.25,0,Low,Pass
594602,EEE,2013J,1,6.0,1,0,0,0,90,1,63.0,0,410.0,29.0,3.6607142857142856,26.0,30.0,14.137931034482758,58.0,58.0,0.0,58.0,1.0,0.0,0.0,3,Very High,Fail
594755,EEE,2013J,1,8.0,1,0,0,0,120,1,22.0,1,190.0,5.0,4.75,62.0,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
594851,EEE,2013J,1,4.0,1,0,0,0,90,1,78.0,0,54.0,1.0,4.5,14.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
594864,EEE,2013J,1,8.0,1,0,0,0,30,1,57.0,0,957.0,47.0,3.812749003984064,66.0,38.0,20.361702127659573,79.0,76.0,4.358898943540674,79.0,3.0,0.0,-1.6666666666666667,3,Very High,Fail
594976,EEE,2013J,1,2.0,3,0,0,0,30,1,87.0,0,1091.0,30.0,5.742105263157895,76.0,46.0,36.36666666666667,83.75,80.0,4.349329450233296,83.75,4.0,0.0,-1.25,0,Low,Pass
595077,EEE,2013J,1,,3,1,0,0,60,1,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
595100,EEE,2013J,1,9.0,4,1,0,0,60,1,35.0,1,33.0,1.0,4.125,12.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
595182,EEE,2013J,1,8.0,3,0,0,0,90,1,30.0,0,3887.0,183.0,3.9948612538540598,66.0,57.0,21.240437158469945,89.75,88.0,1.707825127659933,89.75,4.0,0.0,-3.25,0,Low,Distinction
595189,EEE,2013J,1,10.0,2,1,0,0,60,1,24.0,0,7144.0,145.0,6.059372349448686,46.0,66.0,49.26896551724138,96.5,94.0,3.0000000000000004,96.5,4.0,0.0,-0.5,0,Low,Distinction
595244,EEE,2013J,1,5.0,2,1,0,0,90,1,62.0,0,2776.0,161.0,4.455858747993579,53.0,63.0,17.242236024844722,91.0,87.0,5.477225575051663,91.0,4.0,0.0,-1.25,0,Low,Pass
595362,EEE,2013J,1,3.0,2,0,0,0,60,1,62.0,1,4.0,1.0,1.3333333333333333,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
595453,EEE,2013J,1,2.0,1,0,0,0,30,1,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
595492,EEE,2013J,1,6.0,1,0,0,0,60,1,80.0,0,1133.0,57.0,4.165441176470588,84.0,50.0,19.87719298245614,82.5,75.0,5.5677643628300215,82.5,4.0,1.0,-1.5,0,Low,Pass
595515,EEE,2013J,1,5.0,2,1,0,0,30,1,84.0,0,93.0,2.0,4.043478260869565,42.0,22.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
595553,EEE,2013J,1,,3,0,0,0,30,1,45.0,0,4034.0,139.0,4.472283813747229,57.0,72.0,29.02158273381295,94.5,89.0,3.872983346207418,94.5,4.0,0.0,-0.25,0,Low,Pass
595781,EEE,2013J,0,4.0,2,0,0,0,60,1,81.0,0,1666.0,110.0,4.083333333333333,77.0,55.0,15.145454545454545,82.5,74.0,7.852812659593163,82.5,4.0,0.0,-2.5,0,Low,Pass
595938,EEE,2013J,1,4.0,3,1,0,0,30,1,46.0,0,3002.0,108.0,3.79040404040404,99.0,68.0,27.796296296296298,84.0,72.0,8.755950357709128,84.0,4.0,0.0,-0.75,0,Low,Pass
595990,EEE,2013J,0,4.0,1,1,0,0,30,1,29.0,1,237.0,2.0,13.166666666666666,141.0,8.0,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
596002,EEE,2013J,1,9.0,2,0,0,0,30,1,42.0,1,1425.0,59.0,5.035335689045937,88.0,56.0,24.152542372881356,86.25,74.0,11.557825631723873,86.25,4.0,1.0,0.75,3,Very High,Withdrawn
596137,EEE,2013J,1,9.0,1,0,0,0,30,1,31.0,1,269.0,7.0,7.27027027027027,87.0,15.0,38.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
596319,EEE,2013J,1,,4,0,0,0,60,1,67.0,0,1144.0,67.0,4.46875,56.0,51.0,17.074626865671643,88.0,77.0,7.6157731058639095,88.0,4.0,0.0,-1.0,0,Low,Pass
596321,EEE,2013J,0,8.0,2,0,0,0,60,1,80.0,1,837.0,19.0,5.655405405405405,50.0,38.0,44.05263157894737,71.0,71.0,0.0,71.0,1.0,0.0,-1.0,3,Very High,Withdrawn
596361,EEE,2013J,1,8.0,1,1,0,0,90,1,74.0,0,4612.0,129.0,4.953813104189044,84.0,56.0,35.751937984496124,88.5,82.0,5.446711546122731,88.5,4.0,0.0,-1.5,0,Low,Distinction
596404,EEE,2013J,1,4.0,1,1,0,0,90,1,49.0,0,29.0,4.0,2.6363636363636362,8.0,7.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
596432,EEE,2013J,0,5.0,1,0,0,0,60,1,45.0,1,1405.0,54.0,3.807588075880759,51.0,35.0,26.01851851851852,74.0,69.0,7.0710678118654755,74.0,2.0,1.0,18.0,3,Very High,Withdrawn
596526,EEE,2013J,1,10.0,3,0,0,0,60,1,42.0,0,875.0,44.0,3.888888888888889,96.0,52.0,19.886363636363637,79.0,63.0,14.422205101855956,79.0,3.0,0.0,-0.3333333333333333,0,Low,Pass
596614,EEE,2013J,1,7.0,1,0,0,0,30,1,80.0,1,1501.0,57.0,5.053872053872054,61.0,38.0,26.333333333333332,48.5,28.0,28.991378028648448,48.5,2.0,1.0,3.5,3,Very High,Withdrawn
596676,EEE,2013J,1,2.0,2,0,0,0,60,1,31.0,1,963.0,59.0,3.2866894197952217,63.0,30.0,16.322033898305083,95.0,94.0,1.4142135623730951,95.0,2.0,0.0,-1.0,3,Very High,Withdrawn
596789,EEE,2013J,1,6.0,2,0,0,0,30,1,22.0,0,1068.0,48.0,4.272,78.0,47.0,22.25,74.5,59.0,12.974333637352379,74.5,4.0,0.0,0.0,0,Low,Pass
